date,city,excess_deaths,covid_deaths
2020-07-12,Wuhan,NA,0
2020-07-13,Wuhan,NA,0
2020-07-14,Wuhan,NA,0
2020-07-15,Wuhan,NA,0
2020-07-16,Wuhan,NA,0
2020-07-17,Wuhan,NA,0
2020-07-18,Wuhan,NA,0
2020-07-19,Wuhan,NA,0
2020-07-20,Wuhan,NA,0
2020-07-21,Wuhan,NA,0
2020-07-22,Wuhan,NA,0
2020-07-23,Wuhan,NA,0
2020-07-24,Wuhan,NA,0
2020-07-25,Wuhan,NA,0
2020-07-26,Wuhan,NA,0
2020-07-27,Wuhan,NA,0
2020-07-28,Wuhan,NA,0
2020-07-29,Wuhan,NA,0
2020-07-30,Wuhan,NA,0
2020-07-31,Wuhan,NA,0
2020-08-01,Wuhan,NA,0
2020-08-02,Wuhan,NA,0
2020-08-03,Wuhan,NA,0
2020-08-04,Wuhan,NA,0
2020-08-05,Wuhan,NA,0
2020-08-06,Wuhan,NA,0
2020-08-07,Wuhan,NA,0
2020-08-08,Wuhan,NA,0
2020-08-09,Wuhan,NA,0
2020-08-10,Wuhan,NA,0
2020-08-11,Wuhan,NA,0
2020-08-12,Wuhan,NA,0
2020-08-13,Wuhan,NA,0
2020-08-14,Wuhan,NA,0
2020-08-15,Wuhan,NA,0
2020-08-16,Wuhan,NA,0
2020-08-17,Wuhan,NA,0
2020-08-18,Wuhan,NA,0
2020-08-19,Wuhan,NA,0
2020-08-20,Wuhan,NA,0
2020-08-21,Wuhan,NA,0
2020-08-22,Wuhan,NA,0
2020-08-23,Wuhan,NA,0
2020-08-24,Wuhan,NA,0
2020-08-25,Wuhan,NA,0
2020-08-26,Wuhan,NA,0
2020-08-27,Wuhan,NA,0
2020-08-28,Wuhan,NA,0
2020-08-29,Wuhan,NA,0
2020-08-30,Wuhan,NA,0
2020-08-31,Wuhan,NA,0
2020-09-01,Wuhan,NA,0
2020-09-02,Wuhan,NA,0
2020-09-03,Wuhan,NA,0
2020-09-04,Wuhan,NA,0
2020-09-05,Wuhan,NA,0
2020-09-06,Wuhan,NA,0
2020-09-07,Wuhan,NA,0
2020-09-08,Wuhan,NA,0
2020-09-09,Wuhan,NA,0
2020-09-10,Wuhan,NA,0
2020-09-11,Wuhan,NA,0
2020-09-12,Wuhan,NA,0
2020-09-13,Wuhan,NA,0
2020-09-14,Wuhan,NA,0
2020-09-15,Wuhan,NA,0
2020-09-16,Wuhan,NA,0
2020-09-17,Wuhan,NA,0
2020-09-18,Wuhan,NA,0
2020-09-19,Wuhan,NA,0
2020-09-20,Wuhan,NA,0
2020-09-21,Wuhan,NA,0
2020-09-22,Wuhan,NA,0
2020-09-23,Wuhan,NA,0
2020-09-24,Wuhan,NA,0
2020-09-25,Wuhan,NA,0
2020-09-26,Wuhan,NA,0
2020-09-27,Wuhan,NA,0
2020-09-28,Wuhan,NA,0
2020-09-29,Wuhan,NA,0
2020-09-30,Wuhan,NA,0
2020-10-01,Wuhan,NA,0
2020-10-02,Wuhan,NA,0
2020-10-03,Wuhan,NA,0
2020-10-04,Wuhan,NA,0
2020-10-05,Wuhan,NA,0
2020-10-06,Wuhan,NA,0
2020-10-07,Wuhan,NA,0
2020-10-08,Wuhan,NA,0
2020-10-09,Wuhan,NA,0
2020-10-10,Wuhan,NA,0
2020-10-11,Wuhan,NA,0
2020-10-12,Wuhan,NA,0
2020-10-13,Wuhan,NA,0
2020-10-14,Wuhan,NA,0
2020-10-15,Wuhan,NA,0
2020-10-16,Wuhan,NA,0
2020-10-17,Wuhan,NA,0
2020-10-18,Wuhan,NA,0
2020-10-19,Wuhan,NA,0
2020-10-20,Wuhan,NA,0
2020-10-21,Wuhan,NA,0
2020-10-22,Wuhan,NA,0
2020-10-23,Wuhan,NA,0
2020-10-24,Wuhan,NA,0
2020-10-25,Wuhan,NA,0
2020-10-26,Wuhan,NA,0
2020-10-27,Wuhan,NA,0
2020-10-28,Wuhan,NA,0
2020-10-29,Wuhan,NA,0
2020-10-30,Wuhan,NA,0
2020-10-31,Wuhan,NA,0
2020-11-01,Wuhan,NA,0
2020-11-02,Wuhan,NA,0
2020-11-03,Wuhan,NA,0
2020-11-04,Wuhan,NA,0
2020-11-05,Wuhan,NA,0
2020-11-06,Wuhan,NA,0
2020-11-07,Wuhan,NA,0
2020-11-08,Wuhan,NA,0
2020-11-09,Wuhan,NA,0
2020-11-10,Wuhan,NA,0
2020-11-11,Wuhan,NA,0
2020-11-12,Wuhan,NA,0
2020-11-13,Wuhan,NA,0
2020-11-14,Wuhan,NA,0
2020-11-15,Wuhan,NA,0
2020-11-16,Wuhan,NA,0
2020-11-17,Wuhan,NA,0
2020-11-18,Wuhan,NA,0
2020-11-19,Wuhan,NA,0
2020-11-20,Wuhan,NA,0
2020-11-21,Wuhan,NA,0
2020-11-22,Wuhan,NA,0
2020-11-23,Wuhan,NA,0
2020-11-24,Wuhan,NA,0
2020-11-25,Wuhan,NA,0
2020-11-26,Wuhan,NA,0
2020-11-27,Wuhan,NA,0
2020-11-28,Wuhan,NA,0
2020-11-29,Wuhan,NA,0
2020-11-30,Wuhan,NA,0
2020-12-01,Wuhan,NA,0
2020-12-02,Wuhan,NA,0
2020-12-03,Wuhan,NA,0
2020-12-04,Wuhan,NA,0
2020-12-05,Wuhan,NA,0
2020-12-06,Wuhan,NA,0
2020-12-07,Wuhan,NA,0
