area.code,name,date,population,cases,deaths,new.cases,new.deaths,new.cases.7dma,new.deaths.7dma,new.cases.7dma.100k,new.deaths.7dma.100k
MID,Midlands,2020-04-27,10769998.456679951,22663,4766,737,110,736.5714285714287,116.57142857142858,6.8391043093843695,1.0823718224316612
MID,Midlands,2020-04-28,10769998.456679951,23310,4859,647,93,727,113,6.750233093571965,1.0492109210091225
MID,Midlands,2020-04-29,10769998.456679951,24130,4967,820,108,713.7142857142857,113.28571428571429,6.626874540280121,1.0518637931229258
MID,Midlands,2020-04-30,10769998.456679951,24876,5065,746,98,702.7142857142858,108.14285714285714,6.524738963898702,1.0041120950744702
MID,Midlands,2020-05-01,10769998.456679951,25641,5171,765,106,700.8571428571429,107.85714285714286,6.507495295158982,1.0014592229606667
MID,Midlands,2020-05-02,10769998.456679951,26159,5252,518,81,684.7142857142857,103.14285714285714,6.357608020729107,0.9576868330829159
MID,Midlands,2020-05-03,10769998.456679951,26630,5338,471,86,672,97.42857142857143,6.23955521166487,0.9046293908068541
MID,Midlands,2020-05-04,10769998.456679951,27103,5427,473,89,634.2857142857142,94.42857142857142,5.889376092642861,0.8767742336119215
MID,Midlands,2020-05-05,10769998.456679951,27705,5514,602,87,627.8571428571429,93.57142857142857,5.829686470082293,0.8688156172705123
MID,Midlands,2020-05-06,10769998.456679951,28350,5595,645,81,602.8571428571429,89.71428571428571,5.597560160124522,0.8330018437341705
MID,Midlands,2020-05-07,10769998.456679951,29032,5670,682,75,593.7142857142858,86.42857142857143,5.512668252482824,0.8024938144254351
MID,Midlands,2020-05-08,10769998.456679951,29642,5737,610,67,571.5714285714286,80.85714285714286,5.307070663663083,0.7507628082062747
MID,Midlands,2020-05-09,10769998.456679951,29980,5808,338,71,545.8571428571429,79.42857142857143,5.068312173420805,0.7374984476372594
MID,Midlands,2020-05-10,10769998.456679951,30396,5867,416,59,538,75.57142857142857,4.9953581902912205,0.7016846741009175
MID,Midlands,2020-05-11,10769998.456679951,30950,5921,554,54,549.5714285714286,70.57142857142858,5.102799510900245,0.6552594121093636
MID,Midlands,2020-05-12,10769998.456679951,31580,5985,630,64,553.5714285714286,67.28571428571428,5.139939720493489,0.624751382800628
MID,Midlands,2020-05-13,10769998.456679951,32121,6037,541,52,538.7142857142858,63.14285714285714,5.001990370575728,0.5862847371504831
MID,Midlands,2020-05-14,10769998.456679951,32602,6098,481,61,510,61.14285714285714,4.7353767231385175,0.5677146323538615
MID,Midlands,2020-05-15,10769998.456679951,33119,6149,517,51,496.71428571428567,58.857142857142854,4.612018169846674,0.5464916554434367
MID,Midlands,2020-05-16,10769998.456679951,33550,6210,431,61,510,57.42857142857143,4.7353767231385175,0.5332272948744213
MID,Midlands,2020-05-17,10769998.456679951,33926,6257,376,47,504.2857142857143,55.71428571428571,4.6823192808624565,0.5173100621916027
MID,Midlands,2020-05-18,10769998.456679951,34405,6317,479,60,493.57142857142856,56.57142857142857,4.58283657659484,0.525268678533012
MID,Midlands,2020-05-19,10769998.456679951,34976,6366,571,49,485.1428571428571,54.42857142857143,4.504576849237649,0.5053721376794889
MID,Midlands,2020-05-20,10769998.456679951,35503,6415,527,49,483.1428571428571,54,4.486006744441028,0.5013928295087842
MID,Midlands,2020-05-21,10769998.456679951,36007,6463,504,48,486.42857142857144,52.14285714285714,4.516514773749763,0.48414916076906417
MID,Midlands,2020-05-22,10769998.456679951,36442,6508,435,45,474.71428571428567,51.285714285714285,4.407747017083835,0.4761905444276549
MID,Midlands,2020-05-23,10769998.456679951,36754,6557,312,49,457.7142857142857,49.57142857142857,4.249901126312552,0.4602733117448362
MID,Midlands,2020-05-24,10769998.456679951,37033,6586,279,29,443.8571428571429,47,4.121236828793101,0.4363974627206085
MID,Midlands,2020-05-25,10769998.456679951,37362,6625,329,39,422.42857142857144,44,3.9222714202578706,0.40854230552567605
MID,Midlands,2020-05-26,10769998.456679951,37674,6673,312,48,385.42857142857144,43.85714285714286,3.5787244815203705,0.40721586946877447
MID,Midlands,2020-05-27,10769998.456679951,38065,6714,391,41,366,42.714285714285715,3.3983291777817595,0.39660438101356205
MID,Midlands,2020-05-28,10769998.456679951,38411,6749,346,35,343.42857142857144,40.85714285714286,3.1887522807913156,0.379360712273842
MID,Midlands,2020-05-29,10769998.456679951,38736,6776,325,27,327.71428571428567,38.285714285714285,3.0428443145321453,0.35548486324961415
MID,Midlands,2020-05-30,10769998.456679951,38990,6802,254,26,319.42857142857144,35,2.9659110232318557,0.3249768339408787
MID,Midlands,2020-05-31,10769998.456679951,39219,6828,229,26,312.28571428571433,34.57142857142857,2.899589220386779,0.320997525770174
MID,Midlands,2020-06-01,10769998.456679951,39563,6851,344,23,314.42857142857144,32.285714285714285,2.919485761240302,0.2997745488597493
MID,Midlands,2020-06-02,10769998.456679951,39905,6883,342,32,318.7142857142857,30,2.959278842947348,0.27855157194932456
MID,Midlands,2020-06-03,10769998.456679951,40202,6913,297,30,305.2857142857143,28.42857142857143,2.834593853598603,0.26396077532340756
MID,Midlands,2020-06-04,10769998.456679951,40482,6936,280,23,295.85714285714283,26.714285714285715,2.7470490738431006,0.248043542640589
MID,Midlands,2020-06-05,10769998.456679951,40736,6960,254,24,285.7142857142857,26.285714285714285,2.6528721138030913,0.24406423446988434
MID,Midlands,2020-06-06,10769998.456679951,40919,6983,183,23,275.57142857142856,25.857142857142858,2.5586951537630815,0.2400849262991797
MID,Midlands,2020-06-07,10769998.456679951,41111,7005,192,22,270.2857142857143,25.285714285714285,2.509617019657724,0.23477918207157356
MID,Midlands,2020-06-08,10769998.456679951,41405,7034,294,29,263.1428571428571,26.142857142857142,2.443295216812647,0.24273779841298285
MID,Midlands,2020-06-09,10769998.456679951,41682,7055,277,21,253.85714285714283,24.57142857142857,2.3570768731140466,0.22814700178706585
MID,Midlands,2020-06-10,10769998.456679951,41941,7073,259,18,248.42857142857142,22.857142857142858,2.3066723029517875,0.21222976910424732
MID,Midlands,2020-06-11,10769998.456679951,42214,7093,273,20,247.42857142857144,22.42857142857143,2.2973872505534767,0.20825046093354263
MID,Midlands,2020-06-12,10769998.456679951,42466,7112,252,19,247.14285714285717,21.714285714285715,2.294734378439674,0.20161828064903492
MID,Midlands,2020-06-13,10769998.456679951,42685,7121,219,9,252.28571428571428,19.714285714285715,2.3424860764881297,0.1830481758524133
MID,Midlands,2020-06-14,10769998.456679951,42905,7146,220,25,256.2857142857143,20.142857142857142,2.379626286081373,0.1870274840231179
MID,Midlands,2020-06-15,10769998.456679951,43174,7163,269,17,252.71428571428572,18.42857142857143,2.3464653846588335,0.1711102513402994
MID,Midlands,2020-06-16,10769998.456679951,43441,7178,267,15,251.28571428571428,17.57142857142857,2.3332010240898184,0.16315163499889013
MID,Midlands,2020-06-17,10769998.456679951,43685,7191,244,13,249.1428571428571,16.857142857142858,2.3133044832362955,0.1565194547143824
MID,Midlands,2020-06-18,10769998.456679951,43937,7208,252,17,246.14285714285717,16.42857142857143,2.285449326041363,0.15254014654367773
MID,Midlands,2020-06-19,10769998.456679951,44141,7223,204,15,239.28571428571428,15.857142857142858,2.221780395310089,0.14723440231607157
MID,Midlands,2020-06-20,10769998.456679951,44333,7240,192,17,235.42857142857142,17,2.185966621773747,0.15784589077128391
MID,Midlands,2020-06-21,10769998.456679951,44501,7252,168,12,228,15.142857142857142,2.1169919468148666,0.1406022220315638
MID,Midlands,2020-06-22,10769998.456679951,44745,7267,244,15,224.42857142857144,14.857142857142858,2.083831045392328,0.13794934991776076
MID,Midlands,2020-06-23,10769998.456679951,44970,7283,225,16,218.42857142857144,15,2.028120731002463,0.13927578597466228
MID,Midlands,2020-06-24,10769998.456679951,45196,7299,226,16,215.85714285714286,15.428571428571429,2.0042448819782352,0.14325509414536694
MID,Midlands,2020-06-25,10769998.456679951,45377,7320,181,21,205.71428571428572,16,1.910067921938226,0.14856083837297313
MID,Midlands,2020-06-26,10769998.456679951,45559,7328,182,8,202.57142857142856,15,1.8808863286863917,0.13927578597466228
MID,Midlands,2020-06-27,10769998.456679951,45691,7338,132,10,194,14,1.8013001652722989,0.12999073357635146
MID,Midlands,2020-06-28,10769998.456679951,45794,7346,103,8,184.71428571428572,13.428571428571429,1.7150818215736983,0.12468498934874526
MID,Midlands,2020-06-29,10769998.456679951,45980,7354,186,8,176.42857142857142,12.428571428571429,1.6381485302734087,0.11539993695043445
MID,Midlands,2020-06-30,10769998.456679951,46160,7365,180,11,170,11.714285714285715,1.5784589077128388,0.10876775666592672
MID,Midlands,2020-07-01,10769998.456679951,46331,7370,171,5,162.14285714285714,10.142857142857142,1.5055049245832541,0.09417696004000974
MID,Midlands,2020-07-02,10769998.456679951,46491,7379,160,9,159.14285714285714,8.428571428571429,1.477649767388322,0.0782597273571912
MID,Midlands,2020-07-03,10769998.456679951,46638,7384,147,5,154.14285714285714,8,1.4312245053967676,0.07428041918648655
MID,Midlands,2020-07-04,10769998.456679951,46746,7390,108,6,150.71428571428572,7.428571428571429,1.3993900400311305,0.06897467495888038
MID,Midlands,2020-07-05,10769998.456679951,46909,7396,163,6,159.28571428571428,7.142857142857143,1.478976203445223,0.06632180284507729
MID,Midlands,2020-07-06,10769998.456679951,47101,7404,192,8,160.14285714285714,7.142857142857142,1.4869348197866326,0.06632180284507729
MID,Midlands,2020-07-07,10769998.456679951,47270,7410,169,6,158.57142857142856,6.428571428571429,1.4723440231607157,0.05968962256056956
MID,Midlands,2020-07-08,10769998.456679951,47445,7412,175,2,159.14285714285714,6,1.477649767388322,0.055710314389864915
MID,Midlands,2020-07-09,10769998.456679951,47660,7423,215,11,167,6.2857142857142865,1.5506037505179067,0.05836318650366801
MID,Midlands,2020-07-10,10769998.456679951,47804,7426,144,3,166.57142857142856,6,1.5466244423472022,0.055710314389864915
MID,Midlands,2020-07-11,10769998.456679951,47939,7428,135,2,170.42857142857144,5.428571428571429,1.5824382158835437,0.05040457016225874
MID,Midlands,2020-07-12,10769998.456679951,48023,7430,84,2,159.14285714285714,4.857142857142858,1.4776497673883215,0.045098825934652545
MID,Midlands,2020-07-13,10769998.456679951,48206,7431,183,1,157.85714285714283,3.8571428571428568,1.4657118428762077,0.03581377353634173
MID,Midlands,2020-07-14,10769998.456679951,48366,7433,160,2,156.57142857142856,3.2857142857142856,1.453773918364094,0.03050802930873555
MID,Midlands,2020-07-15,10769998.456679951,48586,7439,220,6,163,3.8571428571428577,1.5134635409246635,0.035813773536341735
MID,Midlands,2020-07-16,10769998.456679951,48743,7443,157,4,154.71428571428572,2.8571428571428568,1.436530249624374,0.026528721138030915
MID,Midlands,2020-07-17,10769998.456679951,48891,7446,148,3,155.28571428571428,2.8571428571428568,1.44183599385198,0.026528721138030915
MID,Midlands,2020-07-18,10769998.456679951,49005,7447,114,1,152.28571428571428,2.714285714285714,1.4139808366570477,0.025202285081129365
MID,Midlands,2020-07-19,10769998.456679951,49093,7450,88,3,152.85714285714283,2.8571428571428568,1.4192865808846538,0.026528721138030915
MID,Midlands,2020-07-20,10769998.456679951,49259,7453,166,3,150.42857142857144,3.1428571428571432,1.3967371679173275,0.029181593251834004
MID,Midlands,2020-07-21,10769998.456679951,49407,7459,148,6,148.71428571428572,3.7142857142857144,1.380819935234509,0.03448733747944018
MID,Midlands,2020-07-22,10769998.456679951,49574,7462,167,3,141.14285714285714,3.2857142857142856,1.3105188242187271,0.03050802930873555
MID,Midlands,2020-07-23,10769998.456679951,49757,7466,183,4,144.85714285714283,3.2857142857142856,1.345006161698167,0.03050802930873555
MID,Midlands,2020-07-24,10769998.456679951,49919,7466,162,0,146.85714285714283,2.8571428571428568,1.3635762664947888,0.026528721138030908
MID,Midlands,2020-07-25,10769998.456679951,50030,7471,111,5,146.42857142857144,3.428571428571429,1.3595969583240843,0.03183446536563709
MID,Midlands,2020-07-26,10769998.456679951,50134,7476,104,5,148.71428571428572,3.7142857142857144,1.380819935234509,0.03448733747944018
MID,Midlands,2020-07-27,10769998.456679951,50303,7479,169,3,149.14285714285714,3.7142857142857144,1.3847992434052137,0.034487337479440175
MID,Midlands,2020-07-28,10769998.456679951,50469,7480,166,1,151.71428571428572,3,1.4086750924294413,0.027855157194932458
MID,Midlands,2020-07-29,10769998.456679951,50667,7481,198,1,156.14285714285714,2.7142857142857144,1.4497946101933894,0.025202285081129365
MID,Midlands,2020-07-30,10769998.456679951,50857,7482,190,1,157.14285714285717,2.2857142857142856,1.4590796625917002,0.02122297691042473
MID,Midlands,2020-07-31,10769998.456679951,51014,7483,157,1,156.42857142857142,2.4285714285714284,1.4524474823071922,0.022549412967326272
MID,Midlands,2020-08-01,10769998.456679951,51137,7483,123,0,158.14285714285717,1.7142857142857144,1.4683647149900112,0.015917232682818545
MID,Midlands,2020-08-02,10769998.456679951,51233,7485,96,2,157,1.2857142857142856,1.4577532265347986,0.011937924512113908
MID,Midlands,2020-08-03,10769998.456679951,51431,7486,198,1,161.14285714285717,1,1.4962198721849436,0.009285052398310817
MID,Midlands,2020-08-04,10769998.456679951,51617,7490,186,4,164,1.4285714285714286,1.5227485933229743,0.013264360569015454
MID,Midlands,2020-08-05,10769998.456679951,51825,7490,208,0,165.42857142857144,1.2857142857142856,1.5360129538919898,0.011937924512113908
MID,Midlands,2020-08-06,10769998.456679951,52051,7490,226,0,170.57142857142856,1.1428571428571428,1.5837646519404456,0.010611488455212365
MID,Midlands,2020-08-07,10769998.456679951,52247,7493,196,3,176.14285714285714,1.4285714285714286,1.6354956581596058,0.013264360569015457
MID,Midlands,2020-08-08,10769998.456679951,52394,7495,147,2,179.57142857142856,1.7142857142857142,1.667330123525243,0.015917232682818545
MID,Midlands,2020-08-09,10769998.456679951,52542,7495,148,0,187,1.4285714285714284,1.7363047984841231,0.013264360569015454
MID,Midlands,2020-08-10,10769998.456679951,52909,7497,367,2,211.14285714285714,1.5714285714285714,1.9604724921004846,0.014590796625917002
MID,Midlands,2020-08-11,10769998.456679951,53248,7500,339,3,233,1.4285714285714286,2.163417208806421,0.013264360569015457
MID,Midlands,2020-08-12,10769998.456679951,53500,7501,252,1,239.28571428571428,1.5714285714285714,2.221780395310089,0.014590796625917
MID,Midlands,2020-08-13,10769998.456679951,53726,7502,226,1,239.28571428571428,1.7142857142857144,2.221780395310089,0.015917232682818545
MID,Midlands,2020-08-14,10769998.456679951,53985,7503,259,1,248.28571428571428,1.4285714285714286,2.305345866894886,0.013264360569015454
MID,Midlands,2020-08-15,10769998.456679951,54135,7504,150,1,248.71428571428572,1.2857142857142856,2.3093251750655908,0.011937924512113908
MID,Midlands,2020-08-16,10769998.456679951,54266,7504,131,0,246.28571428571428,1.2857142857142856,2.2867757620982645,0.011937924512113908
MID,Midlands,2020-08-17,10769998.456679951,54541,7504,275,0,233.14285714285717,1,2.1647436448633224,0.009285052398310819
MID,Midlands,2020-08-18,10769998.456679951,54728,7504,187,0,211.42857142857142,0.5714285714285714,1.9631253642142874,0.0053057442276061816
MID,Midlands,2020-08-19,10769998.456679951,54948,7504,220,0,206.85714285714286,0.42857142857142855,1.9206794103934381,0.003979308170704636
MID,Midlands,2020-08-20,10769998.456679951,55211,7505,263,1,212.14285714285714,0.42857142857142855,1.9697575444987954,0.003979308170704636
MID,Midlands,2020-08-21,10769998.456679951,55415,7506,204,1,204.28571428571428,0.42857142857142855,1.8968035613692105,0.003979308170704636
MID,Midlands,2020-08-22,10769998.456679951,55540,7507,125,1,200.71428571428572,0.42857142857142855,1.8636426599466718,0.003979308170704636
MID,Midlands,2020-08-23,10769998.456679951,55675,7507,135,0,201.28571428571428,0.42857142857142855,1.8689484041742777,0.003979308170704636
MID,Midlands,2020-08-24,10769998.456679951,55900,7507,225,0,194.14285714285717,0.42857142857142855,1.8026266013292005,0.003979308170704636
MID,Midlands,2020-08-25,10769998.456679951,56115,7509,215,2,198.14285714285714,0.7142857142857143,1.8397668109224434,0.006632180284507729
MID,Midlands,2020-08-26,10769998.456679951,56330,7513,215,4,197.42857142857144,1.2857142857142856,1.833134630637936,0.011937924512113911
MID,Midlands,2020-08-27,10769998.456679951,56556,7515,226,2,192.14285714285714,1.4285714285714286,1.784056496532579,0.013264360569015457
MID,Midlands,2020-08-28,10769998.456679951,56804,7516,248,1,198.42857142857144,1.4285714285714284,1.8424196830362467,0.013264360569015454
MID,Midlands,2020-08-29,10769998.456679951,56963,7517,159,1,203.28571428571428,1.4285714285714286,1.887518508970899,0.013264360569015457
MID,Midlands,2020-08-30,10769998.456679951,57118,7520,155,3,206.14285714285714,1.8571428571428572,1.91404723010893,0.01724366873972009
MID,Midlands,2020-08-31,10769998.456679951,57332,7521,214,1,204.57142857142856,2,1.899456433483013,0.018570104796621634
MID,Midlands,2020-09-01,10769998.456679951,57745,7521,413,0,232.85714285714286,1.7142857142857142,2.1620907727495196,0.015917232682818545
MID,Midlands,2020-09-02,10769998.456679951,58335,7522,590,1,286.42857142857144,1.2857142857142856,2.659504294087599,0.011937924512113911
MID,Midlands,2020-09-03,10769998.456679951,58933,7522,598,0,339.57142857142856,1,3.152938507254974,0.009285052398310819
MID,Midlands,2020-09-04,10769998.456679951,59550,7525,617,3,392.2857142857143,1.2857142857142856,3.6423934122516446,0.011937924512113908
MID,Midlands,2020-09-05,10769998.456679951,60023,7525,473,0,437.14285714285717,1.1428571428571428,4.05889433411873,0.010611488455212361
MID,Midlands,2020-09-06,10769998.456679951,60478,7526,455,1,480,0.8571428571428572,4.456825151189193,0.007958616341409274
MID,Midlands,2020-09-07,10769998.456679951,61307,7529,829,3,567.8571428571429,1.1428571428571428,5.272583326183644,0.010611488455212365
MID,Midlands,2020-09-08,10769998.456679951,62050,7532,743,3,615,1.5714285714285714,5.710307224961154,0.014590796625917002
MID,Midlands,2020-09-09,10769998.456679951,62689,7533,639,1,622,1.5714285714285714,5.7753025917493295,0.014590796625917002
MID,Midlands,2020-09-10,10769998.456679951,63279,7534,590,1,620.8571428571429,1.7142857142857144,5.764691103294116,0.015917232682818548
MID,Midlands,2020-09-11,10769998.456679951,63857,7535,578,1,615.2857142857143,1.4285714285714286,5.712960097074957,0.013264360569015457
MID,Midlands,2020-09-12,10769998.456679951,64289,7538,432,3,609.4285714285714,1.8571428571428572,5.6585762187419935,0.01724366873972009
MID,Midlands,2020-09-13,10769998.456679951,64629,7542,340,4,593,2.2857142857142856,5.506036072198316,0.02122297691042473
MID,Midlands,2020-09-14,10769998.456679951,65153,7546,524,4,549.4285714285714,2.4285714285714284,5.101473074843344,0.022549412967326272
MID,Midlands,2020-09-15,10769998.456679951,65718,7548,565,2,524,2.2857142857142856,4.8653674567148695,0.02122297691042473
MID,Midlands,2020-09-16,10769998.456679951,66416,7552,698,4,532.4285714285714,2.7142857142857144,4.94362718407206,0.025202285081129365
MID,Midlands,2020-09-17,10769998.456679951,67173,7554,757,2,556.2857142857143,2.857142857142857,5.1651420055746184,0.026528721138030908
MID,Midlands,2020-09-18,10769998.456679951,68013,7560,840,6,593.7142857142858,3.571428571428571,5.512668252482823,0.033160901422538636
MID,Midlands,2020-09-19,10769998.456679951,68839,7564,826,4,650,3.7142857142857144,6.0352840589020325,0.03448733747944018
MID,Midlands,2020-09-20,10769998.456679951,69702,7571,863,7,724.7142857142858,4.142857142857142,6.729010116661541,0.038466645650144814
MID,Midlands,2020-09-21,10769998.456679951,70641,7577,939,6,784,4.428571428571429,7.279481080275682,0.041119517763947906
MID,Midlands,2020-09-22,10769998.456679951,71519,7583,878,6,828.7142857142858,5,7.694655566085865,0.046425261991554105
MID,Midlands,2020-09-23,10769998.456679951,72498,7596,979,13,868.8571428571429,6.285714285714286,8.0673840980752,0.058363186503668
MID,Midlands,2020-09-24,10769998.456679951,73522,7604,1024,8,907,7.142857142857142,8.421542525267913,0.06632180284507727
MID,Midlands,2020-09-25,10769998.456679951,74449,7611,927,7,919.4285714285716,7.2857142857142865,8.536942462218349,0.06764823890197882
